Change Component DesignItemId : Designator=C31 Old DesignItemId=CMP-0300-002789-3 New DesignItemId=CMP-0300-002789-4
Change Component DesignItemId : Designator=C13 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C14 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C15 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C16 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C17 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C18 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C113.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C113.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C114.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C114.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C115.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C115.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C116.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C116.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C117.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C117.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C118.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C118.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C119.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C119.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C120.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C120.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C121.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C121.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C122.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C122.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C123.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C123.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C124.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C124.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C125.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C125.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C126.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C126.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C127.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C127.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C128.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C128.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C129.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C129.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C130.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C130.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C131.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C131.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C132.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C132.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C133.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C133.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C134.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C134.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C135.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C135.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C136.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C136.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C137.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C137.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C147.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C147.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C148.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C148.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C149.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C149.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C150.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C150.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C151.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C151.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C152.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C152.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C153.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C153.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C154.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C154.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C157.1 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C157.2 Old DesignItemId=CMP-0300-002931-3 New DesignItemId=CMP-0300-002931-4
Change Component DesignItemId : Designator=C30 Old DesignItemId=CMP-0300-002932-3 New DesignItemId=CMP-0300-002932-4
Change Component DesignItemId : Designator=C32 Old DesignItemId=CMP-0300-002952-2 New DesignItemId=CMP-0300-002952-3
Change Component DesignItemId : Designator=C73 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C75 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C76 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C77 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C78 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C79 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C80 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C90.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C90.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C91.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C91.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C92.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C92.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C93.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C93.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C94.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C94.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C95.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C95.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C96.1 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
Change Component DesignItemId : Designator=C96.2 Old DesignItemId=CMP-0300-002959-3 New DesignItemId=CMP-0300-002959-4
